step,box_x,box_y,box_z,eef_x,eef_y,eef_z,wall_gap,box_height,measured_force_normal,phase
35,0.16247818282229218,0.04992700008442941,0.07860868706609181,0.06650579422883714,-0.00975850967160053,0.08370047955733584,0.05007356796013168,0.15860868706609182,-0.04656896131994686,approach
36,0.16362712611015712,0.049949592848923835,0.07948736561665898,0.07394737745379606,-0.048833033895615365,0.06888830665517995,0.05005097519563728,0.159487365616659,0.11685422078480776,approach
37,0.16688986117899954,0.050097545435627035,0.08190252067380453,0.0870990070196931,-0.06464488429542463,0.0771026216455808,0.04990302260893406,0.16190252067380453,-0.004989271093380801,approach
38,0.17653668624102656,0.047888680890278035,0.08533104210515031,0.09819216507231106,-0.07239065985701276,0.0877631685673681,0.052111887154283054,0.16533104210515032,-1.4761879849155388,approach
39,0.18211503354589922,0.04222357364182135,0.07989437191751834,0.11122412604734158,-0.058630436983947196,0.10212010732780077,0.057776994402739756,0.15989437191751835,-0.8962932194512938,approach
40,0.1920700123175076,0.05137953226894625,0.08170161771447008,0.11066284348327259,-0.05276984018309138,0.09975289134177664,0.04862103577561486,0.1617016177144701,16.916081060234127,approach
41,0.19254527549289893,0.0531167714650843,0.07945724338875962,0.10793442170758423,-0.05931970929419087,0.08806006299076606,0.046883796579476805,0.1594572433887596,0.0,approach
42,0.19277179438042838,0.053318695554921594,0.07980958929624823,0.11740387148302663,-0.07058476170863254,0.08660680117416034,0.04668187248963951,0.15980958929624822,-0.15617488270680918,approach
43,0.20261701132320176,0.06174091233566237,0.08214767344435124,0.13614588200412364,-0.06699024912785206,0.09215074476797291,0.03825965570889872,0.16214767344435124,-0.03177819726144647,approach
44,0.21713105085848924,0.07411371620276705,0.07997442487176432,0.15045707165356603,-0.06548776157614179,0.08933097253779672,0.025886851841794067,0.15997442487176433,1.7615984257292456,approach
45,0.21875400092503283,0.07529024775680929,0.07959565446030312,0.1644333028401423,-0.07169072686353252,0.08487381958602365,0.02471032028775183,0.1595956544603031,-9.712237777978185,approach
46,0.21861065378227293,0.07546177812734853,0.07984398198128295,0.17139999658123903,-0.07536164735186694,0.08103873052795635,0.02453878991721259,0.15984398198128297,-0.12819721482224042,approach
47,0.21858667505252813,0.0754874893380757,0.079884325852958,0.18362035736464621,-0.07312658883963685,0.08058872469263663,0.02451307870648539,0.159884325852958,-0.025539826977294774,approach
48,0.2264687364359666,0.08837399955490936,0.0814583157617883,0.19526948707530284,-0.0552843924125114,0.08058190352059341,0.01162656848965174,0.16145831576178832,-0.003692243663082159,approach
49,0.24385478580822684,0.11972923264535444,0.08654627580034568,0.20528750739153886,-0.022751632405687502,0.08885568734172798,-0.01972866460079334,0.1665462758003457,1.419971157305205,approach
50,0.2597266914307095,0.1466064264031358,0.0924476037032296,0.21999367228322309,0.01350607067016616,0.10946350573123481,-0.04660585835857467,0.1724476037032296,0.0,approach
51,0.26125810739009436,0.14299522277242524,0.09292106232313041,0.2201222276524084,0.010171776318963715,0.10664524070196893,-0.04299465472786412,0.17292106232313043,-8.743882283387563,approach
52,0.2659791419737799,0.14177686534868308,0.09422921560861916,0.22751577544540114,0.005352549031493731,0.11883711407463436,-0.04177629730412197,0.17422921560861915,0.7744198654341365,approach
53,0.27436027790248285,0.1481065844202939,0.10103441154794127,0.23328445207204132,0.020658267396411283,0.13251105453568346,-0.04810601637573281,0.18103441154794125,-1.722849446325913,approach
54,0.27620839546369597,0.14807968135843125,0.10260819112676718,0.23155226018951436,0.039771210442665524,0.12313316119088262,-0.04807911331387016,0.18260819112676718,-3.5788477649715906,push_to_wall
55,0.27881617744177895,0.14960743193687712,0.10225378834196502,0.2313979130629593,0.054388755171794104,0.11294820490374027,-0.049606863892316,0.18225378834196504,0.43306304132117646,lift
56,0.2756625199661194,0.1477087140062114,0.0991645176702097,0.22593288897213698,0.05258015273291557,0.10275253337743512,-0.047708145961650295,0.1791645176702097,1.2083029819057742,lift
57,0.2720444430162397,0.14484549389911858,0.1015725637747837,0.2193076677663484,0.05342841855801258,0.1074419300132779,-0.04484492585455746,0.1815725637747837,-0.4481653532705394,lift
58,0.26815224405724797,0.14089717732236792,0.10213968349183682,0.2121630173574195,0.05331022599229507,0.11078770711478288,-0.040896609277806806,0.18213968349183682,-1.1900825432721263,lift
59,0.2612691969702429,0.1322200403858692,0.09858506893297915,0.20112485771340494,0.04168518912628696,0.09093405554984889,-0.03221947234130812,0.17858506893297915,-0.7069065233740669,lift
60,0.25046581171189686,0.1254196825825267,0.10107228982418615,0.18253425936853937,0.04812033178333186,0.06571331010539921,-0.02541911453796558,0.18107228982418616,0.5952418979619147,lift
61,0.2356409881959031,0.11816829237115667,0.10010114907662568,0.16466682059631343,0.049511333368193314,0.04871911780374039,-0.01816772432659558,0.18010114907662567,1.5369043732362115,lift
62,0.22171514070547174,0.11427245571877416,0.10625334407209566,0.140513561942046,0.055451211024164115,0.034720895470395356,-0.014271887674213057,0.18625334407209565,1.5900725425577207,lift
63,0.20121862157931988,0.11228914144365948,0.1141761450689224,0.11968445740184044,0.06409778961452206,0.03380721887826318,-0.01228857339909839,0.1941761450689224,-11.033002893443282,lift
64,0.1981747866568703,0.11723662473129881,0.12309793675938706,0.11485849884873432,0.06651037302745108,0.04749773944095635,-0.017236056686737722,0.20309793675938706,0.5121814330209062,lift
65,0.20197906168729643,0.12735183022774113,0.13409418439942758,0.11906604352732489,0.06910287120689705,0.06412864712682098,-0.027351262183180014,0.21409418439942757,1.669502579264602,lift
66,0.19533519972979607,0.12505447196479227,0.13227881127721514,0.11002118288527542,0.07421747405155844,0.06230739146129104,-0.025053903920231158,0.21227881127721515,-8.353850713064105,lift
67,0.18495631518797126,0.12132680926496937,0.12899197976278043,0.09656221488382864,0.0802955562585578,0.05886407175182456,-0.02132624122040827,0.20899197976278044,-0.5559421408118554,lift
68,0.18272519515220007,0.12079858948993343,0.13069664093597827,0.09337697899131024,0.08002930533002661,0.06139783327754387,-0.020798021445372322,0.21069664093597829,0.3619270028821191,lift
69,0.182254016578579,0.12054436847493177,0.13032514273917337,0.09180511867719607,0.08061773330321513,0.060597611122465186,-0.020543800430370684,0.21032514273917335,-0.4720826220593972,lift
70,0.18396768372574993,0.12095949732501222,0.12990699488008597,0.0935897064013013,0.08044976689334804,0.059948064724815966,-0.020958929280451122,0.20990699488008596,0.10532500255280297,lift
71,0.18510725600826866,0.1159649627481867,0.12293803907010019,0.09441441954192907,0.07775734284494382,0.050343497421665676,-0.015964394703625595,0.2029380390701002,0.048933189650590236,lift
72,0.1921907279016901,0.11218036907017874,0.11590375645904277,0.09998237797796496,0.07494678696233639,0.04451919138565764,-0.012179801025617637,0.1959037564590428,0.1607072048628595,lift
73,0.20729281214552805,0.11487214608540189,0.11560553948174324,0.11818877707030088,0.06818765911806914,0.04419270705815683,-0.014871578040840772,0.19560553948174325,1.9381759804697936,lift
74,0.22370262529089807,0.12179150488160634,0.1188941754169807,0.1390250409818202,0.060920637055259394,0.04863822994958603,-0.02179093683704525,0.1988941754169807,0.578934029673249,lift
75,0.23928624363998535,0.13278788606172492,0.12536097967092838,0.15328165922692727,0.05682675683687293,0.06696255716710284,-0.032787318017163836,0.20536097967092837,1.3325010907419284,lift
76,0.25645895720381906,0.14673945981168454,0.13080460622914303,0.17098987837419583,0.0530323204420371,0.09544252280051652,-0.046738891767123425,0.21080460622914304,1.113497525243993,lift
77,0.26553467009476456,0.13971606877209503,0.13661272924853224,0.18368914351265406,0.041876178854773724,0.10804002380094904,-0.03971550072753394,0.21661272924853225,-1.744921116457121,lift
78,0.27597097488501215,0.1377064801268996,0.14189146564529875,0.18881919167180927,0.04073165680440522,0.12347413481796718,-0.03770591208233848,0.22189146564529877,10.325033697280848,lift
79,0.27402733504837257,0.13628105177920638,0.13373958381697454,0.18563382932604833,0.03222635289524697,0.11899980634807031,-0.036280483734645264,0.21373958381697455,-0.1289733536064972,lift
80,0.27126423747260475,0.13494346320532105,0.10164051210476001,0.19331434284349827,0.023727085655539302,0.12262268838050298,-0.034942895160759935,0.18164051210476,0.0,lift
81,0.2797775005674466,0.14090461524874306,0.1024438793524209,0.21054357220211922,0.033490660178854124,0.14906909857423697,-0.04090404720418195,0.1824438793524209,0.0,lift
82,0.2880375888771478,0.14878386340020888,0.10696227289664237,0.2153534685349247,0.048204085137606614,0.14837549366622893,-0.04878329535564779,0.18696227289664236,5.6336457137348654,lift
83,0.29405418535510447,0.15043565124936042,0.10277198520386602,0.22550741667866703,0.052436838397821206,0.14389740839902038,-0.050435083204799336,0.182771985203866,-8.335263989649981,lift
84,0.30089847430568883,0.1478756975437621,0.09611003713737873,0.23300473218309053,0.0397904186197129,0.13072052905416284,-0.047875129499200975,0.17611003713737872,-5.896667063391371,lift
85,0.2955533188182295,0.14965431981512828,0.09378274371959289,0.239414881826879,0.03347194645411947,0.11279636288043349,-0.04965375177056719,0.1737827437195929,-3.4386038222129875,lift
86,0.3094799586858254,0.14906707934250107,0.09395639351937062,0.2502992248016809,0.04508125218844565,0.10632430810788931,-0.049066511297939985,0.17395639351937062,-10.912916296330344,lift
87,0.3200385152304273,0.14766123847181137,0.09434316292115069,0.2652131285442772,0.044833310174050525,0.10738882361426744,-0.04766067042725025,0.1743431629211507,1.71743199744256,lift
88,0.3359349251762079,0.14718882481582052,0.09591814939815134,0.28174964563485494,0.04423341990854051,0.11474859028559153,-0.04718825677125943,0.17591814939815134,9.950704676385028,lift
89,0.3406646736319895,0.14531537696629535,0.09611535116494462,0.28919621500881204,0.04362248826674492,0.11454381611329285,-0.04531480892173423,0.17611535116494462,-2.7072253262335693,lift
90,0.3473032854342945,0.14406086764930895,0.09991808316730295,0.29446815263846016,0.04501265164365629,0.1250839479760329,-0.04406029960474783,0.17991808316730296,-0.958666914478485,lift
91,0.34707724932030665,0.13493125905498826,0.11094420851940096,0.2934364924542405,0.04045489366926899,0.14666085425667463,-0.03493069101042717,0.19094420851940097,-2.8165744950350415,lift
92,0.34006581708392736,0.12645517923884014,0.11824650610601682,0.28344051118771746,0.04050441974777113,0.16099355212994734,-0.026454611194279054,0.19824650610601682,-1.8705717079681534,lift
93,0.33787984219539324,0.13209797497851103,0.10932168800235159,0.2807571089301886,0.04864696210427589,0.14389974876108647,-0.03209740693394991,0.1893216880023516,4.02258602042761,lift
94,0.3400468907990836,0.13151769655333911,0.10980303842108205,0.2840867700170791,0.04205462492208243,0.14628533721416154,-0.031517128508778025,0.18980303842108204,-0.6164034407194094,lift
95,0.3436517436520838,0.13142702093453834,0.11184224442538483,0.28921104289370164,0.0349523655217994,0.1540831826675267,-0.03142645288997725,0.19184224442538483,0.08140177778074076,lift
96,0.3468534730942254,0.13294842256214748,0.111503041993037,0.2922953877391496,0.0353188341289458,0.14636129108349866,-0.03294785451758636,0.191503041993037,0.007081513549664464,lift
97,0.3477696081354997,0.13684312332846713,0.106980133526185,0.2933172333589054,0.032446474222089496,0.13601354783526626,-0.03684255528390601,0.186980133526185,2.9526028875789834,lift
98,0.35374365944217867,0.13287120433238817,0.11165082512078936,0.29889615069821085,0.033024520309082754,0.14511937761446395,-0.03287063628782705,0.19165082512078935,2.2800609128013036,lift
99,0.36051826733757786,0.1300808251572431,0.11611457400648632,0.30419755764660417,0.03201542986361352,0.1580820101946301,-0.030080257112681974,0.19611457400648633,5.7120852712646455,lift
100,0.3643491671846976,0.12801804500687236,0.11288306783248594,0.30492209365995404,0.028079161791239687,0.15471994838137323,-0.028017476962311272,0.19288306783248593,-1.7992829806134694,lift
101,0.36557033547422885,0.12985544228609233,0.10735057894447635,0.30306896747045525,0.030157942797050852,0.14482580504537945,-0.029854874241531215,0.18735057894447635,4.912228774349082,lift
102,0.36633104352415535,0.1291001192346582,0.10762454336381815,0.3050841736864307,0.02262645477358088,0.15092473743439816,-0.029099551190097106,0.18762454336381815,-1.203827488283487,lift
103,0.3644913434054963,0.12623858393985266,0.10516047491754711,0.3079856740785891,0.013613417088190725,0.16178657246132003,-0.026238015895291567,0.1851604749175471,-1.34209962245343,lift
104,0.3660561647321621,0.13015899663672428,0.10566218329468395,0.307645388927112,0.020488637777597418,0.16105667248048183,-0.030158428592163167,0.18566218329468395,1.7733948532263177,lift
105,0.3649545240856846,0.13048475799287007,0.10506029062825503,0.30622653077624656,0.029307019192761113,0.15709742830847123,-0.030484189948308982,0.18506029062825502,-4.67042507113581,lift
106,0.3643553649384813,0.12952662680861166,0.10471959004677059,0.30572268275385933,0.026995179872792787,0.1587733613392283,-0.029526058764050567,0.18471959004677058,-0.06160393578072387,lift
107,0.3641582610013701,0.12931603226880112,0.10540042555199411,0.3064148556410816,0.03111991388019237,0.15770206348769678,-0.02931546422424003,0.1854004255519941,0.0682585838429306,lift
108,0.3623747606899279,0.1279676524550452,0.10599565990569555,0.30399336445319936,0.03756972461833417,0.15532729674007872,-0.027967084410484122,0.18599565990569555,0.18576785525159778,lift
109,0.36108715604148806,0.12831362623157444,0.10424183592622818,0.3010776150567701,0.038734881151419785,0.15032728026181538,-0.02831305818701335,0.18424183592622817,0.38108659665907396,lift
110,0.36223156007380375,0.12774572003454604,0.10447517027093665,0.3021859119385572,0.0312918050393,0.15463465761119577,-0.02774515198998495,0.18447517027093666,-0.12734557408567504,lift
111,0.3635757459170934,0.12928987849706838,0.10444979809514487,0.3046181828557812,0.03563304968440613,0.15376135239000466,-0.029289310452507267,0.1844497980951449,1.7247706587989189,lift
112,0.36539755067499496,0.13127723198208283,0.10657836990061079,0.30906180132387195,0.0422737091905342,0.15702005419511858,-0.03127666393752171,0.18657836990061077,-1.5839096692554904,lift
113,0.3690602745007135,0.13455200829418096,0.10505737912456703,0.31429072279224113,0.041485836593532374,0.15422459688494744,-0.03455144024961987,0.18505737912456705,-0.5462722796542323,lift
114,0.3722838960971691,0.13436761566899907,0.1031839509708538,0.3175723747125919,0.040767005579025774,0.14812993185441778,-0.034367047624437985,0.1831839509708538,-3.4391480536962504,lift
115,0.37317081351766096,0.1341215236143684,0.10609048267292913,0.31618749090688436,0.04005388634201419,0.15063279830975088,-0.03412095556980732,0.18609048267292913,0.5641992000829958,lift
116,0.37268687760398606,0.1337543577040445,0.1064103294461228,0.31549163309725536,0.03647591275634836,0.15026377430330265,-0.03375378965948339,0.1864103294461228,-0.4605495313737351,lift
117,0.3748307655127477,0.1309156340871494,0.10715602209204413,0.3186480576226547,0.029747327651242994,0.151034344950584,-0.030915066042588313,0.18715602209204413,-1.1257226475066204,lift
118,0.3755406962866754,0.13065180982222335,0.10558893206512862,0.3182651336786644,0.02936263502722086,0.14614789340885376,-0.030651241777662264,0.1855889320651286,0.29971716603070675,lift
119,0.3760639038746756,0.13469461165869004,0.10843066956175997,0.3169834054106534,0.03945383385761728,0.14994666006103358,-0.03469404361412892,0.18843066956175997,-0.0598595105002957,lift
120,0.3733442078410302,0.13300815520785336,0.11224150716826121,0.31509519602688585,0.03386538468712944,0.16347451862004536,-0.033007587163292273,0.19224150716826122,-1.460468693813695,lift
121,0.3677959404382979,0.12613563685124712,0.10631475675242939,0.3103425114342493,0.010500108453105804,0.1887900172811691,-0.026135068806686035,0.1863147567524294,-0.45336615348313447,lift
122,0.36045698286801625,0.11787204654146076,0.09561136414974035,0.3072491662693238,0.009960481366268608,0.1825087748169416,-0.017871478496899657,0.17561136414974035,-1.4045188076030284,lift
123,0.3597550005443049,0.1221634403231394,0.09737862741925919,0.3061532174231795,0.027961075316270154,0.1837035820320369,-0.0221628722785783,0.1773786274192592,3.8183542886678126,lift
124,0.35536304362673815,0.1330533034605427,0.10181094840111021,0.30730683081019666,0.049095850562180604,0.18440924744030254,-0.03305273541598158,0.18181094840111023,0.5340123167184352,lift
125,0.35556458150390047,0.1321817535545235,0.1016398908876531,0.30942783480518216,0.04856007795114002,0.18302278802547267,-0.03218118550996241,0.1816398908876531,-6.134883328397265,lift
126,0.35233077797199147,0.1291535848834055,0.09795473046388167,0.310843177711466,0.03445280068053157,0.18321565120273425,-0.029153016838844414,0.17795473046388166,-0.9274086045293523,lift
127,0.3469906524937686,0.1280253229591989,0.09291323027752021,0.31430246232260384,0.027538176222822366,0.19342521890228512,-0.028024754914637795,0.1729132302775202,3.842393071169412,lift
128,0.34321221737111857,0.12019300316296637,0.0854176974551255,0.31684103356469306,0.015639163059303275,0.1855222473497597,-0.020192435118405266,0.1654176974551255,-1.349347114382932,lift
129,0.34657727922876047,0.11322329871208797,0.07675339660320463,0.3171774923750271,0.015653248417225735,0.16241173593922753,-0.013222730667526883,0.15675339660320464,-1.2856485174692402,lift
130,0.35004578598935066,0.11254532947686781,0.0799019054349066,0.3221614355302581,0.007759958801291272,0.17054670425454216,-0.012544761432306706,0.15990190543490662,-0.4721527043424807,lift
131,0.3533280839352915,0.1136594622822183,0.08498341970693374,0.32597324527019644,0.012088190549020984,0.18215887085855198,-0.013658894237657204,0.16498341970693375,-0.01576340829893641,lift
132,0.35636266778926917,0.11359249840637053,0.08783942592289226,0.3289932714216924,0.017398255321973387,0.1892755173574847,-0.013591930361809446,0.16783942592289225,-0.28805582379740713,lift
133,0.3581060522756089,0.1137653952000628,0.08959915334880679,0.3293356983665999,0.01964216522424831,0.194399234450864,-0.013764827155501702,0.1695991533488068,-0.14540610260276488,lift
134,0.3580595472224591,0.11214411751333211,0.08985600592740417,0.3272308172538372,0.01775175036131231,0.19455874691136243,-0.012143549468770998,0.16985600592740419,-0.06543168270354016,lift
135,0.3610292505761926,0.11313562845698671,0.0914366902868413,0.32712857276466323,0.018542881284645426,0.1954859922121427,-0.013135060412425625,0.1714366902868413,-1.4621403916883733,lift
136,0.361996917714168,0.11965865800106827,0.0871349426336651,0.32627557673414626,0.040291830027952495,0.19042485458694913,-0.01965808995650717,0.1671349426336651,2.7466288123772618,lift
137,0.35049708952537645,0.12019057098854823,0.07869225718319424,0.3254818123068746,0.05661326430924243,0.20179192257537545,-0.020190002943987123,0.15869225718319424,-1.632065600609956,lift
138,0.35149907575950734,0.11999546777157147,0.07894581775665531,0.3266885614238603,0.04053966845418552,0.23103085037025126,-0.01999489972701035,0.1589458177566553,0.31398536767502816,lift
139,0.35182158660828,0.12000885430022436,0.07970182375135024,0.3281513724411329,0.010384424841370362,0.2631383825842977,-0.020008286255663255,0.15970182375135022,0.10919366294055707,lift
140,0.35182061639195483,0.12001607051500565,0.07986175995848137,0.3314750727890258,-0.006512439974696228,0.27680108193881203,-0.020015502470444535,0.15986175995848137,-0.006099463830700365,lift
141,0.35181927430564763,0.12001715555751018,0.07988712349238583,0.3298848820134693,-0.004894478885662704,0.2579727293203381,-0.020016587512949074,0.15988712349238582,-0.0010492281390049425,lift
142,0.35181903082643157,0.12001732863838037,0.07989137011532531,0.3245232415362542,0.0018894765647889042,0.2390389671148656,-0.020016760593819266,0.1598913701153253,-0.00015687830313663697,lift
143,0.35181898990843774,0.12001735724825263,0.07989209472929888,0.3142451709983887,0.009824580239259917,0.219348047091588,-0.020016789203691543,0.15989209472929888,-2.537585913854588e-05,lift
144,0.3518189830688394,0.12001736202017738,0.07989221888356912,0.2990997368405376,0.014327351135399468,0.20681960768302227,-0.020016793975616287,0.15989221888356914,-4.211689349312439e-06,lift
145,0.3517313329227212,0.11992541529991824,0.08000168263907542,0.2799224078819849,0.003897158099712951,0.19336898871010502,-0.019924847255357148,0.16000168263907544,-7.031082244578832e-07,lift
146,0.3492636182996267,0.11553521870227834,0.08530418098469396,0.2669976646309262,0.0026317043632860387,0.18781318400573632,-0.015534650657717253,0.16530418098469396,-12.24530670452624,lift
147,0.34635363518450835,0.11667051999751803,0.08767256255950204,0.2583175638622724,0.018910980368033056,0.18431109201215956,-0.016669951952956924,0.16767256255950203,1.557607484659556,lift
148,0.3412876370979136,0.1159892325917735,0.0903368274602904,0.25067999919720985,0.034683774881189136,0.1802398353402892,-0.0159886645472124,0.17033682746029039,-0.2391675179733994,lift
149,0.3419084805212704,0.11763303130663756,0.091726986106627,0.2539807168671009,0.057005988721264916,0.18840004398221608,-0.01763246326207646,0.171726986106627,-0.39246095644575263,lift
150,0.3470830435841049,0.12310227027617619,0.09438601034672667,0.26489899879073187,0.0761311618952929,0.19789479843981997,-0.02310170223161509,0.17438601034672668,0.8833565929638816,lift
151,0.35399505394472647,0.1223905117774799,0.08998423099037002,0.27538375108948354,0.09268539428366915,0.204096082903038,-0.022389943732918804,0.16998423099037002,-0.5776188534550784,lift
152,0.3517932102424387,0.11150098739132068,0.08127447795952478,0.2800527039813406,0.10764106764786044,0.19258684231524328,-0.011500419346759577,0.16127447795952476,-2.136289275453446,lift
153,0.35180542782388635,0.1108761809957235,0.07945870659971796,0.28396085852928615,0.1283018187704677,0.1792618127384019,-0.010875612951162406,0.15945870659971795,-1.5850097452882692,lift
154,0.35358546539195573,0.11077101153323131,0.07901401622532314,0.28669253807841455,0.13823227672582444,0.1699847864504315,-0.010770443488670206,0.15901401622532313,0.5669776743551544,lift
155,0.3591227811428628,0.1082349757879593,0.08437166419749584,0.2976713519893651,0.13002080992058646,0.18371656726405386,-0.008234407743398203,0.16437166419749583,0.63170608894937,lift
156,0.36444410940072897,0.10960624304922253,0.09057789129293714,0.3074557725744292,0.13000232182950214,0.19595772932400105,-0.009605675004661418,0.17057789129293716,0.03188499905225939,lift
157,0.3662568691827303,0.10718433541763366,0.09085937035089432,0.3122860847289816,0.12135790004114169,0.19871449905456964,-0.007183767373072553,0.17085937035089432,2.144117247359432,lift
